CustomerID,total_spend,num_invoices,num_unique_items,recency_days,country,saw_discount,purchased_again
13854.0,8025.0199999999995,29,39,8,United Kingdom,0,1
13856.0,363.4,5,10,168,United Kingdom,0,0
13858.0,216.17,1,11,56,United Kingdom,1,0
13859.0,201.16,1,27,325,United Kingdom,1,0
13860.0,1240.0,6,58,0,United Kingdom,0,1
13862.0,2187.31,10,97,17,United Kingdom,0,1
13863.0,299.56,2,20,244,United Kingdom,1,0
13865.0,501.56,4,26,57,United Kingdom,0,0
13866.0,145.67000000000002,1,7,73,United Kingdom,1,0
13867.0,1015.29,3,51,30,United Kingdom,1,1
13868.0,3192.54,2,32,6,United Kingdom,1,1
13869.0,3104.95,4,234,122,United Kingdom,0,0
13870.0,2751.25,10,91,1,United Kingdom,0,1
13871.0,6389.8,14,155,22,United Kingdom,0,1
13873.0,381.7,4,21,119,United Kingdom,0,0
13874.0,540.45,1,18,357,United Kingdom,1,0
13875.0,1786.79,5,79,53,United Kingdom,0,0
13876.0,122.7,1,7,63,United Kingdom,1,0
13877.0,117.24,1,3,85,United Kingdom,1,0
13878.0,1281.53,1,35,54,United Kingdom,1,0
13880.0,3219.77,13,125,20,United Kingdom,0,1
13881.0,16989.52,22,72,3,United Kingdom,0,1
13882.0,1131.28,6,54,2,United Kingdom,0,1
13883.0,2538.75,9,110,0,United Kingdom,0,1
13884.0,781.3000000000001,6,45,6,United Kingdom,0,1
13885.0,506.8,2,28,188,United Kingdom,1,0
13886.0,243.56,1,16,70,United Kingdom,1,0
13887.0,349.55,1,19,203,United Kingdom,1,0
13888.0,605.63,2,38,119,United Kingdom,1,0
13889.0,416.90000000000003,1,15,92,United Kingdom,1,0
13890.0,1860.8600000000001,14,74,0,United Kingdom,0,1
13892.0,632.97,4,26,26,United Kingdom,0,1
13893.0,821.1,1,21,297,United Kingdom,1,0
13894.0,535.97,5,25,21,United Kingdom,0,1
13895.0,2588.12,5,97,20,United Kingdom,0,1
13897.0,311.16,1,17,49,United Kingdom,1,0
13898.0,155.93,1,12,325,United Kingdom,1,0
13899.0,388.52,2,19,15,United Kingdom,1,1
13900.0,740.95,3,42,182,United Kingdom,1,0
13901.0,2867.2,5,144,71,United Kingdom,0,0
13904.0,332.64,2,24,36,United Kingdom,1,1
13908.0,2347.05,5,104,79,United Kingdom,0,0
13911.0,2580.91,9,120,56,United Kingdom,0,0
13914.0,613.95,3,28,3,United Kingdom,1,1
13917.0,272.04,2,16,49,United Kingdom,1,0
13918.0,1212.8400000000001,2,30,49,United Kingdom,1,0
13919.0,350.15999999999997,3,24,52,Denmark,1,0
13922.0,172.25,1,7,351,United Kingdom,1,0
13923.0,351.13,1,20,53,United Kingdom,1,0
13924.0,1682.08,11,91,1,United Kingdom,0,1
13925.0,616.65,6,28,35,United Kingdom,0,1
13926.0,223.85000000000002,1,11,22,United Kingdom,1,1
13927.0,348.99,1,21,74,United Kingdom,1,0
13928.0,464.57,4,23,10,United Kingdom,0,1
13929.0,802.85,3,8,168,United Kingdom,1,0
13930.0,337.34,2,15,57,United Kingdom,1,0
13931.0,1230.93,3,56,85,United Kingdom,1,0
13932.0,307.4,1,16,294,United Kingdom,1,0
13933.0,608.7900000000001,2,23,108,United Kingdom,1,0
13934.0,922.1,1,31,263,United Kingdom,1,0
13936.0,361.28,2,26,170,United Kingdom,1,0
13937.0,158.85,1,9,168,United Kingdom,1,0
13938.0,71.66,1,7,34,United Kingdom,1,1
13939.0,556.75,4,43,22,United Kingdom,0,1
13940.0,839.14,4,39,16,United Kingdom,0,1
13941.0,4912.41,7,24,21,United Kingdom,0,1
13946.0,561.5699999999999,3,11,78,United Kingdom,1,0
13947.0,90.6,1,5,64,United Kingdom,1,0
13948.0,102.0,1,3,360,United Kingdom,1,0
13949.0,2427.32,6,124,2,United Kingdom,0,1
13950.0,728.56,5,33,10,United Kingdom,0,1
13951.0,674.45,3,38,175,United Kingdom,1,0
13952.0,3246.091,3,120,210,United Kingdom,1,0
13953.0,3515.68,7,8,6,United Kingdom,0,1
13954.0,378.59,3,24,1,United Kingdom,1,1
13955.0,322.96,2,33,153,United Kingdom,1,0
13956.0,1026.42,5,123,4,United Kingdom,0,1
13958.0,-102.45,1,5,371,United Kingdom,1,0
13959.0,598.2,3,79,78,United Kingdom,1,0
13960.0,230.22,2,11,20,United Kingdom,1,1
13962.0,169.55,2,11,21,United Kingdom,1,1
13963.0,664.54,4,35,307,United Kingdom,0,0
13967.0,80.7,1,2,145,United Kingdom,1,0
13969.0,8986.69,20,334,6,United Kingdom,0,1
13971.0,2702.2200000000003,11,118,8,United Kingdom,0,1
13972.0,190.25,2,15,70,United Kingdom,1,0
13973.0,264.7,1,11,286,United Kingdom,1,0
13974.0,413.59000000000003,1,28,48,United Kingdom,1,0
13975.0,2503.23,7,240,30,United Kingdom,0,1
13976.0,357.98,1,10,206,United Kingdom,1,0
13978.0,196.79000000000002,2,14,14,United Kingdom,1,1
13979.0,869.87,1,54,72,United Kingdom,1,0
13980.0,200.14,1,11,59,United Kingdom,1,0
13982.0,1861.11,5,72,38,United Kingdom,0,0
13983.0,2590.46,13,91,29,United Kingdom,0,1
13984.0,488.03,6,14,26,United Kingdom,0,1
13985.0,7024.53,16,108,3,United Kingdom,0,1
13986.0,320.46,1,12,16,United Kingdom,1,1
13988.0,4098.8,9,188,19,United Kingdom,0,1
13989.0,1266.08,2,33,65,United Kingdom,1,0
13990.0,311.3,1,16,212,United Kingdom,1,0
13991.0,850.63,7,58,11,United Kingdom,0,1
13992.0,76.8,1,5,29,United Kingdom,1,1
13993.0,3409.66,12,66,31,United Kingdom,0,1
13994.0,2313.14,6,122,3,United Kingdom,0,1
13995.0,1383.49,6,55,14,United Kingdom,0,1
13999.0,3865.26,15,102,9,United Kingdom,0,1
14000.0,633.71,2,15,205,United Kingdom,1,0
14001.0,2030.3300000000002,4,35,45,United Kingdom,0,0
14002.0,529.73,2,47,133,United Kingdom,1,0
14004.0,4582.64,7,102,42,United Kingdom,0,0
14005.0,2874.72,5,53,9,United Kingdom,0,1
14006.0,962.19,3,22,115,United Kingdom,1,0
14009.0,685.9300000000001,3,42,197,United Kingdom,1,0
14012.0,328.8,1,11,277,United Kingdom,1,0
14013.0,473.02,3,30,109,United Kingdom,1,0
14014.0,505.18,1,39,76,United Kingdom,1,0
14015.0,917.34,1,20,52,United Kingdom,1,0
14016.0,4328.46,5,154,153,EIRE,0,0
14019.0,1398.96,4,37,46,United Kingdom,0,0
14020.0,642.8,2,37,16,United Kingdom,1,1
14021.0,631.9,3,22,154,United Kingdom,1,0
14022.0,440.0,1,28,224,United Kingdom,1,0
14023.0,584.07,2,30,6,United Kingdom,1,1
14024.0,327.7,2,16,121,United Kingdom,1,0
14027.0,104.82,1,6,60,United Kingdom,1,0
14029.0,467.66,2,15,62,United Kingdom,1,0
14030.0,2360.09,8,210,17,United Kingdom,0,1
14031.0,14634.640000000001,23,121,6,United Kingdom,0,1
14032.0,2929.84,18,53,1,United Kingdom,0,1
14034.0,512.02,4,82,21,United Kingdom,0,1
14035.0,1428.02,5,41,28,United Kingdom,0,1
14036.0,626.65,1,38,284,United Kingdom,1,0
14037.0,147.20000000000002,2,27,175,United Kingdom,1,0
14038.0,1554.48,4,64,77,United Kingdom,0,0
14039.0,152.2,1,6,32,United Kingdom,1,1
14040.0,3542.19,15,147,40,United Kingdom,0,0
14041.0,141.41,1,21,265,United Kingdom,1,0
14044.0,652.82,4,165,26,United Kingdom,0,1
14045.0,1659.75,4,4,108,United Kingdom,0,0
14046.0,154.99,1,14,283,United Kingdom,1,0
14047.0,1290.01,7,22,8,United Kingdom,0,1
14048.0,375.13,2,84,276,United Kingdom,1,0
14049.0,5639.15,6,352,16,United Kingdom,0,1
14050.0,746.36,2,49,31,United Kingdom,1,1
14051.0,15477.34,26,52,0,United Kingdom,0,1
14052.0,225.36,1,56,19,United Kingdom,1,1
14053.0,260.25,2,2,123,United Kingdom,1,0
14054.0,92.46,1,6,64,United Kingdom,1,0
14055.0,725.6400000000001,1,10,105,United Kingdom,1,0
14056.0,8124.4,29,321,0,United Kingdom,0,1
14057.0,6147.4,18,179,23,United Kingdom,0,1
14059.0,183.6,1,8,266,United Kingdom,1,0
14060.0,6135.38,20,86,4,United Kingdom,0,1
14062.0,10464.85,12,60,9,United Kingdom,0,1
14064.0,1188.32,7,59,28,United Kingdom,0,1
14066.0,152.55,1,7,266,United Kingdom,1,0
14067.0,374.7,2,51,63,United Kingdom,1,0
14068.0,265.85,1,22,319,United Kingdom,1,0
14071.0,1307.41,9,271,3,United Kingdom,0,1
14073.0,139.54,2,13,20,United Kingdom,1,1
14075.0,942.26,3,33,4,United Kingdom,1,1
14076.0,122.47,1,43,128,United Kingdom,1,0
14077.0,499.41999999999996,5,33,40,United Kingdom,0,0
14078.0,1049.37,6,46,101,United Kingdom,0,0
14079.0,375.1,1,12,124,United Kingdom,1,0
14080.0,45.599999999999994,1,4,32,United Kingdom,1,1
14081.0,904.67,4,126,266,United Kingdom,0,0
14082.0,182.25,1,28,364,United Kingdom,1,0
14083.0,1018.43,9,162,3,United Kingdom,0,1
14085.0,4435.79,19,272,1,United Kingdom,0,1
14087.0,181.67,2,62,2,United Kingdom,1,1
14088.0,50415.49,14,379,9,United Kingdom,0,1
14089.0,161.0,1,13,56,United Kingdom,1,0
14090.0,76.32000000000001,1,1,324,United Kingdom,1,0
14092.0,4063.1,17,117,7,United Kingdom,0,1
14093.0,442.85,1,95,11,United Kingdom,1,1
14096.0,57120.909999999996,34,1121,3,United Kingdom,0,1
14098.0,147.35,1,21,36,United Kingdom,1,1
14099.0,3092.9700000000003,12,167,15,United Kingdom,0,1
14100.0,194.9,1,24,137,United Kingdom,1,0
14101.0,5976.79,6,15,73,United Kingdom,0,0
14102.0,1314.73,8,35,4,United Kingdom,0,1
14104.0,216.20999999999998,2,21,154,United Kingdom,1,0
14105.0,1260.33,2,74,84,United Kingdom,1,0
14107.0,2688.48,8,61,51,United Kingdom,0,0
14108.0,594.16,3,33,30,United Kingdom,1,1
14109.0,80.2,2,9,22,United Kingdom,1,1
14110.0,5669.65,13,94,3,United Kingdom,0,1
14111.0,688.6,5,10,13,United Kingdom,0,1
14112.0,2774.17,12,117,22,United Kingdom,0,1
14113.0,1377.92,8,26,3,United Kingdom,0,1
14114.0,386.53,2,15,273,United Kingdom,1,0
14116.0,1382.74,5,61,19,United Kingdom,0,1
14117.0,90.0,1,3,143,United Kingdom,1,0
14119.0,-19.9,1,1,353,United Kingdom,1,0
14121.0,2740.3,6,148,3,United Kingdom,0,1
14124.0,419.58000000000004,1,4,83,United Kingdom,1,0
14125.0,2740.43,3,159,10,United Kingdom,1,1
14126.0,643.6300000000001,4,14,7,United Kingdom,0,1
14127.0,709.71,3,39,122,United Kingdom,1,0
14128.0,637.5,2,40,60,United Kingdom,1,0
14129.0,1123.8600000000001,5,31,1,United Kingdom,0,1
14130.0,483.86,1,66,318,United Kingdom,1,0
14132.0,3580.13,12,100,1,United Kingdom,0,1
14133.0,590.3399999999999,5,26,129,United Kingdom,0,0
14135.0,4690.31,15,95,1,United Kingdom,0,1
14138.0,982.3800000000001,2,40,1,United Kingdom,1,1
14139.0,415.82,1,26,45,United Kingdom,1,0
14140.0,920.05,3,60,3,United Kingdom,1,1
14141.0,879.0300000000001,6,28,2,United Kingdom,0,1
14142.0,311.81,1,22,372,United Kingdom,1,0
14143.0,115.8,1,7,133,United Kingdom,1,0
14145.0,3148.2,5,6,46,United Kingdom,0,0
14146.0,2949.57,6,183,8,United Kingdom,0,1
14147.0,468.4,3,4,48,United Kingdom,1,0
14148.0,157.2,1,3,233,United Kingdom,1,0
14149.0,259.43,3,28,212,United Kingdom,1,0
14150.0,658.64,2,23,35,United Kingdom,1,1
14152.0,611.09,3,47,74,United Kingdom,1,0
14154.0,1345.62,2,52,238,United Kingdom,1,0
14155.0,118.75,1,6,265,United Kingdom,1,0
14156.0,113384.14,66,716,9,EIRE,0,1
14157.0,400.43,3,45,19,United Kingdom,1,1
14158.0,507.66,1,41,39,United Kingdom,1,0
14159.0,4678.3,14,501,19,United Kingdom,0,1
14161.0,1110.52,3,87,215,United Kingdom,1,0
14162.0,289.36,2,25,173,United Kingdom,1,0
14163.0,2445.91,4,36,86,United Kingdom,0,0
14164.0,1631.77,2,28,70,United Kingdom,1,0
14165.0,122.53999999999999,1,23,275,United Kingdom,1,0
14167.0,574.84,4,27,38,United Kingdom,0,0
14171.0,363.79,1,57,97,United Kingdom,1,0
14173.0,450.84,4,28,10,United Kingdom,0,1
14174.0,134.46,1,26,32,United Kingdom,1,1
14175.0,3108.06,7,139,50,United Kingdom,0,0
14176.0,574.0,5,28,296,United Kingdom,0,0
14177.0,554.46,5,37,84,United Kingdom,0,0
14178.0,1620.93,7,191,8,United Kingdom,0,1
14179.0,719.78,2,135,40,United Kingdom,1,0
14180.0,4640.77,31,112,10,United Kingdom,0,1
14184.0,452.89,1,24,66,United Kingdom,1,0
14185.0,197.65,1,3,330,United Kingdom,1,0
14188.0,2018.91,10,34,8,United Kingdom,0,1
14189.0,4604.31,24,176,1,United Kingdom,0,1
14191.0,4660.01,14,146,1,United Kingdom,0,1
14193.0,853.39,2,35,67,United Kingdom,1,0
14194.0,11216.75,32,269,4,United Kingdom,0,1
14195.0,962.7,3,7,201,United Kingdom,1,0
14196.0,335.52,1,6,106,United Kingdom,1,0
14198.0,663.5,7,35,3,United Kingdom,0,1
14199.0,185.39999999999998,1,2,217,United Kingdom,1,0
14201.0,688.04,9,32,59,United Kingdom,0,0
14204.0,161.03,1,36,1,United Kingdom,1,1
14205.0,218.78,4,35,10,United Kingdom,0,1
14206.0,308.26,2,21,238,United Kingdom,1,0
14208.0,151.74,1,10,94,United Kingdom,1,0
14209.0,2067.13,7,55,10,United Kingdom,0,1
14210.0,1900.89,7,66,90,United Kingdom,0,0
14211.0,2208.3,13,87,52,United Kingdom,0,0
14212.0,1070.48,1,9,89,United Kingdom,1,0
14213.0,-1192.2,1,5,371,United Kingdom,1,0
14214.0,1000.23,7,64,30,United Kingdom,0,1
14215.0,1777.92,7,98,11,United Kingdom,0,1
14216.0,1839.3,4,47,2,United Kingdom,0,1
14217.0,1925.3600000000001,24,78,1,United Kingdom,0,1
14218.0,169.48000000000002,1,12,42,United Kingdom,1,0
14219.0,89.94,1,7,3,United Kingdom,1,1
14220.0,632.4,2,21,246,United Kingdom,1,0
14221.0,3427.85,10,123,41,United Kingdom,0,0
14222.0,683.17,1,41,176,United Kingdom,1,0
14223.0,975.23,4,50,91,United Kingdom,0,0
14224.0,1050.12,4,105,109,United Kingdom,0,0
14226.0,2201.64,7,64,28,United Kingdom,0,1
14227.0,3315.71,15,117,25,United Kingdom,0,1
14229.0,1450.6,5,29,51,United Kingdom,0,0
14231.0,822.0600000000001,5,47,178,United Kingdom,0,0
14232.0,2043.93,8,81,31,United Kingdom,0,1
14233.0,1447.51,5,30,43,United Kingdom,0,0
14234.0,775.46,4,122,21,United Kingdom,0,1
14235.0,3093.86,6,65,9,United Kingdom,0,1
14236.0,490.86,2,15,80,United Kingdom,1,0
14237.0,161.0,1,9,372,United Kingdom,1,0
14238.0,146.85,1,8,325,United Kingdom,1,0
14239.0,2323.5,13,83,42,United Kingdom,0,0
14240.0,890.34,2,37,29,United Kingdom,1,1
14241.0,213.70000000000002,1,10,183,United Kingdom,1,0
14242.0,280.55,2,13,234,United Kingdom,1,0
14243.0,2535.88,14,99,8,United Kingdom,0,1
14245.0,1677.48,5,107,175,United Kingdom,0,0
14246.0,1474.06,3,57,110,United Kingdom,1,0
14247.0,136.76999999999998,1,19,277,United Kingdom,1,0
14248.0,302.58,1,8,317,United Kingdom,1,0
14250.0,1904.05,3,94,6,United Kingdom,1,1
14251.0,2879.7000000000003,5,37,1,United Kingdom,0,1
14256.0,935.0600000000001,3,51,253,United Kingdom,1,0
14257.0,3087.27,6,89,50,United Kingdom,0,0
14258.0,12650.08,10,58,8,United Kingdom,0,1
14259.0,120.0,1,5,141,United Kingdom,1,0
14261.0,1163.45,2,52,50,United Kingdom,1,0
14262.0,2618.23,8,87,7,United Kingdom,0,1
14264.0,319.47,3,17,154,United Kingdom,1,0
14265.0,530.18,2,31,108,Unspecified,1,0
14267.0,1279.09,7,25,150,United Kingdom,0,0
14270.0,492.65000000000003,1,29,331,United Kingdom,1,0
14271.0,112.32,1,10,225,United Kingdom,1,0
14272.0,437.96,2,33,73,United Kingdom,1,0
14273.0,559.97,4,22,50,United Kingdom,0,0
14276.0,1019.39,5,52,87,United Kingdom,0,0
14277.0,3957.0,4,195,14,France,0,1
14280.0,134.04,1,8,196,United Kingdom,1,0
14282.0,3729.34,15,70,2,United Kingdom,0,1
14284.0,578.45,3,24,30,United Kingdom,1,1
14285.0,1910.01,4,18,20,United Kingdom,0,1
14286.0,4595.81,5,220,23,United Kingdom,0,1
14287.0,151.23000000000002,4,10,7,United Kingdom,0,1
14288.0,413.85,2,16,211,United Kingdom,1,0
14289.0,911.26,6,33,8,United Kingdom,0,1
14290.0,2307.4500000000003,6,90,10,United Kingdom,0,1
14291.0,3873.3,12,145,1,United Kingdom,0,1
14292.0,4819.33,14,67,7,United Kingdom,0,1
14293.0,1046.56,4,51,2,United Kingdom,0,1
14295.0,154.70000000000002,2,7,39,United Kingdom,1,0
14297.0,1284.06,6,49,17,United Kingdom,0,1
14298.0,50862.44,45,884,2,United Kingdom,0,1
14299.0,2855.35,18,94,7,United Kingdom,0,1
14300.0,43.2,1,3,18,United Kingdom,1,1
14301.0,632.04,2,13,107,United Kingdom,1,0
14304.0,197.1,2,25,222,United Kingdom,1,0
14305.0,1803.76,5,96,70,United Kingdom,0,0
14306.0,2083.42,3,33,50,United Kingdom,1,0
14307.0,2995.72,6,150,88,United Kingdom,0,0
14309.0,2319.68,10,75,7,United Kingdom,0,1
14311.0,229.71,2,20,224,United Kingdom,1,0
14312.0,1611.59,6,74,46,United Kingdom,0,0
14314.0,120.0,1,8,106,United Kingdom,1,0
14315.0,2456.98,7,64,20,United Kingdom,0,1
14317.0,508.58000000000004,1,24,64,United Kingdom,1,0
14320.0,343.11,3,29,206,United Kingdom,1,0
14321.0,1530.75,5,111,10,United Kingdom,0,1
14323.0,574.26,4,32,114,United Kingdom,0,0
14326.0,166.85,2,8,234,United Kingdom,1,0
14327.0,311.65,1,12,162,United Kingdom,1,0
14329.0,4928.74,14,218,8,United Kingdom,0,1
14331.0,462.65999999999997,2,27,123,United Kingdom,1,0
14332.0,866.31,3,22,22,United Kingdom,1,1
14333.0,351.45,2,15,63,United Kingdom,1,0
14334.0,2539.46,9,98,16,United Kingdom,0,1
14335.0,468.26,2,55,15,Germany,1,1
14336.0,1614.91,4,77,16,United Kingdom,0,1
14338.0,554.22,4,30,157,United Kingdom,0,0
14339.0,289.90999999999997,4,15,234,United Kingdom,0,0
14340.0,134.7,1,6,218,United Kingdom,1,0
14341.0,2166.38,9,109,44,United Kingdom,0,0
14342.0,607.71,6,19,20,United Kingdom,0,1
14344.0,889.9300000000001,8,56,126,United Kingdom,0,0
14345.0,108.97999999999999,1,6,38,United Kingdom,1,0
14346.0,1021.58,2,55,120,United Kingdom,1,0
14348.0,409.57,1,18,259,United Kingdom,1,0
14349.0,133.5,1,31,9,United Kingdom,1,1
14350.0,258.7,2,19,270,United Kingdom,1,0
14351.0,51.0,1,1,164,United Kingdom,1,0
14352.0,1078.96,4,44,156,United Kingdom,0,0
14353.0,90.6,1,6,214,United Kingdom,1,0
14354.0,163.62,2,9,5,United Kingdom,1,1
14355.0,174.4,1,11,365,United Kingdom,1,0
14356.0,666.9399999999999,4,36,59,United Kingdom,0,0
14357.0,225.77,1,39,42,United Kingdom,1,0
14359.0,882.58,6,44,18,United Kingdom,0,1
14360.0,2128.23,4,104,31,United Kingdom,0,1
14362.0,161.2,1,37,21,United Kingdom,1,1
14364.0,3717.35,8,61,108,United Kingdom,0,0
14367.0,9167.82,19,270,7,United Kingdom,0,1
14368.0,155.0,1,8,319,United Kingdom,1,0
14371.0,100.5,1,4,294,United Kingdom,1,0
14373.0,76.55,1,4,357,United Kingdom,1,0
14375.0,257.68,1,57,184,United Kingdom,1,0
14377.0,617.05,2,11,190,United Kingdom,1,0
14379.0,348.1,2,39,43,United Kingdom,1,0
14381.0,202.68,1,56,51,United Kingdom,1,0
14382.0,626.0699999999999,1,121,25,United Kingdom,1,1
14383.0,1247.69,3,49,37,United Kingdom,1,0
14385.0,202.11,3,13,8,United Kingdom,1,1
14386.0,142.4,1,7,296,United Kingdom,1,0
14387.0,1770.56,3,125,32,United Kingdom,1,1
14388.0,3172.04,10,124,8,United Kingdom,0,1
14389.0,999.72,5,34,8,United Kingdom,0,1
14390.0,4592.47,13,135,9,United Kingdom,0,1
14393.0,67.95,1,5,217,United Kingdom,1,0
14395.0,3471.91,12,181,1,United Kingdom,0,1
14396.0,487.99,2,71,64,United Kingdom,1,0
14397.0,2556.68,23,18,0,United Kingdom,0,1
14400.0,559.7,2,25,140,United Kingdom,1,0
14401.0,4039.98,14,113,3,United Kingdom,0,1
14403.0,1426.31,5,17,129,United Kingdom,0,0
14404.0,1434.72,7,70,33,United Kingdom,0,1
14406.0,156.75,1,8,118,United Kingdom,1,0
14407.0,2111.08,9,67,106,United Kingdom,0,0
14408.0,2606.53,7,60,10,United Kingdom,0,1
14409.0,1908.25,7,40,70,United Kingdom,0,0
14410.0,576.3,15,197,15,United Kingdom,0,1
14411.0,1063.0,1,14,310,United Kingdom,1,0
14412.0,761.3299999999999,3,43,34,United Kingdom,1,1
14413.0,122.7,1,22,361,United Kingdom,1,0
14414.0,1485.1299999999999,8,79,91,United Kingdom,0,0
14415.0,5811.56,18,284,0,United Kingdom,0,1
14416.0,490.22,2,13,21,United Kingdom,1,1
14418.0,1937.25,3,114,3,United Kingdom,1,1
14419.0,1058.06,6,112,10,United Kingdom,0,1
14420.0,385.87,2,29,84,United Kingdom,1,0
14421.0,813.11,2,25,56,United Kingdom,1,0
14422.0,4263.64,6,189,0,United Kingdom,0,1
14423.0,265.2,1,3,217,United Kingdom,1,0
14424.0,322.08,1,1,17,United Kingdom,1,1
14426.0,3918.9,16,187,18,United Kingdom,0,1
14427.0,363.34000000000003,2,16,49,United Kingdom,1,0
14428.0,1230.14,7,108,6,United Kingdom,0,1
14431.0,397.76,2,17,298,United Kingdom,1,0
14432.0,2255.51,6,256,9,United Kingdom,0,1
14434.0,1372.8,6,3,21,United Kingdom,0,1
14436.0,89.06,1,9,98,United Kingdom,1,0
14437.0,-43.400000000000006,2,6,142,United Kingdom,1,0
14438.0,131.9,1,9,305,United Kingdom,1,0
14439.0,2661.24,1,32,319,Greece,1,0
14440.0,2357.6800000000003,5,33,7,United Kingdom,0,1
14441.0,1545.14,10,45,0,United Kingdom,0,1
14442.0,1544.62,5,59,1,Channel Islands,0,1
14443.0,1400.88,7,86,53,United Kingdom,0,0
14446.0,1039.58,4,233,0,United Kingdom,0,1
14447.0,1163.23,5,54,18,United Kingdom,0,1
14448.0,375.35,2,20,8,United Kingdom,1,1
14449.0,907.1,4,201,18,United Kingdom,0,1
14450.0,483.25,3,32,180,United Kingdom,1,0
14451.0,662.59,2,86,59,United Kingdom,1,0
14452.0,264.44,2,55,10,United Kingdom,1,1
14453.0,119.93,1,22,189,United Kingdom,1,0
14456.0,3047.63,14,580,4,United Kingdom,0,1
14457.0,113.64,1,4,310,United Kingdom,1,0
14459.0,1837.92,1,37,154,United Kingdom,1,0
14460.0,383.34,4,14,109,United Kingdom,0,0
14461.0,2103.06,3,173,147,United Kingdom,1,0
14462.0,1965.9,15,151,63,United Kingdom,0,0
14463.0,529.62,3,6,97,United Kingdom,1,0
14465.0,1058.6200000000001,3,107,246,United Kingdom,1,0
14466.0,2272.4,7,35,28,United Kingdom,0,1
14467.0,598.76,4,67,17,United Kingdom,0,1
14470.0,461.19,2,43,11,United Kingdom,1,1
14472.0,1936.84,8,153,103,United Kingdom,0,0
14473.0,234.34000000000003,2,7,73,United Kingdom,1,0
14474.0,537.71,2,29,42,United Kingdom,1,0
14475.0,799.82,6,36,71,United Kingdom,0,0
14476.0,215.7,1,17,256,United Kingdom,1,0
14477.0,1307.81,5,7,19,United Kingdom,0,1
14479.0,316.25,2,18,253,United Kingdom,1,0
14480.0,279.05,1,13,10,United Kingdom,1,1
14481.0,636.51,2,25,164,United Kingdom,1,0
14482.0,2068.15,6,110,17,United Kingdom,0,1
14483.0,129.2,2,10,149,United Kingdom,1,0
14484.0,321.92,1,14,49,United Kingdom,1,0
14485.0,165.75,1,44,38,United Kingdom,1,0
14487.0,1183.58,7,112,26,United Kingdom,0,1
14488.0,1047.43,2,46,50,United Kingdom,1,0
14489.0,463.38,1,30,206,United Kingdom,1,0
14491.0,340.93,2,17,174,United Kingdom,1,0
14493.0,2362.84,7,95,6,United Kingdom,0,1
14494.0,139.56,1,7,25,United Kingdom,1,1
14495.0,123.8,2,6,50,United Kingdom,1,0
14496.0,538.8100000000001,2,16,311,United Kingdom,1,0
14497.0,457.47,2,29,300,United Kingdom,1,0
14498.0,1957.32,5,162,42,United Kingdom,0,0
14499.0,815.32,3,146,25,United Kingdom,1,1
14500.0,356.85,3,6,87,United Kingdom,1,0
14501.0,190.31,3,9,63,United Kingdom,1,0
14502.0,2351.02,14,369,19,United Kingdom,0,1
14503.0,3543.26,6,113,2,United Kingdom,0,1
14504.0,673.26,4,85,46,United Kingdom,0,0
14505.0,5818.7,11,542,16,United Kingdom,0,1
14506.0,2012.17,5,204,16,United Kingdom,0,1
14507.0,1368.18,7,79,23,United Kingdom,0,1
14508.0,276.42,2,52,21,United Kingdom,1,1
14511.0,1267.4099999999999,6,53,10,United Kingdom,0,1
14512.0,275.28,2,19,187,United Kingdom,1,0
14513.0,438.49,4,11,100,United Kingdom,0,0
14514.0,1055.35,3,65,60,United Kingdom,1,0
14515.0,2102.09,6,68,17,United Kingdom,0,1
14517.0,330.45,2,17,32,United Kingdom,1,1
14518.0,174.37,1,16,63,United Kingdom,1,0
14520.0,270.6,2,3,1,United Kingdom,1,1
14522.0,974.54,4,15,23,United Kingdom,0,1
14523.0,241.09,1,12,107,United Kingdom,1,0
14524.0,1867.68,9,161,31,United Kingdom,0,1
14525.0,4221.37,13,218,8,United Kingdom,0,1
14527.0,7711.38,86,331,2,United Kingdom,0,1
14528.0,364.21999999999997,1,18,36,United Kingdom,1,1
14529.0,620.04,3,177,59,United Kingdom,1,0
14530.0,2925.91,6,140,25,United Kingdom,0,1
14532.0,932.85,4,45,235,United Kingdom,0,0
14533.0,1812.6200000000001,9,53,24,United Kingdom,0,1
14534.0,4075.35,25,334,2,United Kingdom,0,1
14535.0,2841.09,4,280,58,United Kingdom,0,0
14536.0,171.8,1,18,259,United Kingdom,1,0
14537.0,355.56,1,10,57,United Kingdom,1,0
14538.0,388.25,2,19,64,United Kingdom,1,0
14539.0,537.48,2,31,15,United Kingdom,1,1
14540.0,996.26,3,64,9,United Kingdom,1,1
14541.0,1461.65,8,71,58,United Kingdom,0,0
14542.0,103.25,1,5,185,United Kingdom,1,0
14543.0,2916.17,21,43,3,United Kingdom,0,1
14544.0,2024.45,2,97,23,United Kingdom,1,1
14546.0,2487.02,9,255,3,United Kingdom,0,1
14547.0,3986.7400000000002,9,198,3,United Kingdom,0,1
14548.0,652.8,2,2,150,United Kingdom,1,0
14549.0,289.24,1,56,310,United Kingdom,1,0
14550.0,765.62,2,38,10,United Kingdom,1,1
14551.0,186.23,2,9,17,United Kingdom,1,1
14552.0,165.07,1,57,151,United Kingdom,1,0
14553.0,859.27,5,103,18,United Kingdom,0,1
14554.0,2381.04,4,147,9,United Kingdom,0,1
14555.0,324.14,2,18,56,United Kingdom,1,0
